id,gene,chrom,chromStart,chromEnd,strand,gene_length
ENSG00000198836.7,OPA1,chr3,193593144,193697823,+,104680
ENSG00000163746.10,PLSCR2,chr3,146391421,146495991,-,104571
ENSG00000145041.14,VPRBP,chr3,51395867,51500002,-,104136
ENSG00000132182.10,NUP210,chr3,13316235,13420309,-,104075
ENSG00000187527.9,ATP13A5,chr3,193274790,193378843,-,104054
ENSG00000114302.14,PRKAR2A,chr3,48744597,48847846,-,103250
ENSG00000183625.13,CCR3,chr3,46163604,46266706,+,103103
ENSG00000036828.12,CASR,chr3,122183683,122286503,+,102821
ENSG00000240303.6,ACAD11,chr3,132558138,132660723,-,102586
ENSG00000183873.14,SCN5A,chr3,38548057,38649673,-,101617
ENSG00000184500.13,PROS1,chr3,93873033,93974066,-,101034
ENSG00000078070.10,MCCC1,chr3,183015218,183116075,-,100858
ENSG00000170266.14,GLB1,chr3,32996608,33097230,-,100623
ENSG00000206549.11,PRSS50,chr3,46712116,46812574,-,100459
ENSG00000182568.15,SATB1,chr3,18345387,18445588,-,100202
ENSG00000114107.7,CEP70,chr3,138494344,138594538,-,100195
ENSG00000090402.6,SI,chr3,164978898,165078495,-,99598
ENSG00000172020.11,GAP43,chr3,115623324,115721490,+,98167
ENSG00000114770.15,ABCC5,chr3,183919934,184018015,-,98082
ENSG00000081148.11,IMPG2,chr3,101222546,101320560,-,98015
ENSG00000163320.9,CGGBP1,chr3,88051944,88149885,-,97942
ENSG00000131379.8,C3orf20,chr3,14675099,14773034,+,97936
ENSG00000118855.17,MFSD1,chr3,158732198,158829719,+,97522
ENSG00000072858.9,SIDT1,chr3,113532296,113629578,+,97283
ENSG00000186001.11,LRCH3,chr3,197791226,197888436,+,97211
ENSG00000175093.4,SPSB4,chr3,141051402,141148611,+,97210
ENSG00000185313.6,SCN10A,chr3,38696802,38794010,-,97209
ENSG00000163964.12,PIGX,chr3,196639775,196736007,+,96233
ENSG00000163714.16,U2SURP,chr3,142964497,143060546,+,96050
ENSG00000133657.13,ATP13A3,chr3,194402672,194498364,-,95693
ENSG00000186329.8,TMEM212,chr3,171843349,171938715,+,95367
ENSG00000114544.14,SLC41A3,chr3,126006355,126101561,-,95207
ENSG00000173889.14,PHC3,chr3,170086732,170181749,-,95018
ENSG00000144908.12,ALDH1L1,chr3,126103562,126197994,-,94433
ENSG00000206527.8,PTPLB,chr3,123490820,123585185,-,94366
ENSG00000152952.10,PLOD2,chr3,146069440,146163653,-,94214
ENSG00000168297.14,PXK,chr3,58332880,58426126,+,93247
ENSG00000114030.11,KPNA1,chr3,122421949,122514945,-,92997
ENSG00000114656.9,KIAA1257,chr3,128909866,129002690,-,92825
ENSG00000180370.9,PAK2,chr3,196739857,196832647,+,92791
ENSG00000163818.15,LZTFL1,chr3,45823316,45916042,-,92727
ENSG00000163617.9,KIAA1407,chr3,113964137,114056613,-,92477
ENSG00000174948.5,GPR149,chr3,154337672,154429715,-,92044
ENSG00000121879.3,PIK3CA,chr3,179148114,179240093,+,91980
ENSG00000153551.12,CMTM7,chr3,32391671,32483067,+,91397
ENSG00000113790.9,EHHADH,chr3,185190624,185281990,-,91367
ENSG00000172939.7,OXSR1,chr3,38165089,38255488,+,90400
ENSG00000163536.11,SERPINI1,chr3,167735243,167825568,+,90326
ENSG00000173706.11,HEG1,chr3,124965710,125055958,-,90249
ENSG00000113946.3,CLDN16,chr3,190322541,190412143,+,89603
ENSG00000163520.12,FBLN2,chr3,13549131,13638422,+,89292
ENSG00000182923.15,CEP63,chr3,134485743,134575017,+,89275
ENSG00000175792.10,RUVBL1,chr3,128064778,128153914,-,89137
ENSG00000064225.11,ST3GAL6,chr3,98732236,98821201,+,88966
ENSG00000182973.17,CNOT10,chr3,32685145,32773875,+,88731
ENSG00000075785.11,RAB7A,chr3,128726122,128814796,+,88675
ENSG00000179796.10,LRRC3B,chr3,26622806,26710776,+,87971
ENSG00000163513.16,TGFBR2,chr3,30606502,30694142,+,87641
ENSG00000158092.5,NCK1,chr3,136862208,136949823,+,87616
ENSG00000114054.12,PCCB,chr3,136250306,136337896,+,87591
ENSG00000173905.7,GOLIM4,chr3,168008677,168095975,-,87299
ENSG00000131389.15,SLC6A6,chr3,14402576,14489349,+,86774
ENSG00000173230.14,GOLGB1,chr3,121663199,121749767,-,86569
ENSG00000131370.14,SH3BP5,chr3,15254853,15341368,-,86516
ENSG00000138463.8,DIRC2,chr3,122794795,122881139,+,86345
ENSG00000144820.6,GPR128,chr3,100609589,100695479,+,85891
ENSG00000070087.12,PFN2,chr3,149964904,150050788,-,85885
ENSG00000170142.10,UBE2E1,chr3,23805903,23891316,+,85414
ENSG00000154814.12,OXNAD1,chr3,16265160,16350299,+,85140
ENSG00000181458.9,TMEM45A,chr3,100492619,100577444,+,84826
ENSG00000008226.18,DLEC1,chr3,38039205,38124025,+,84821
ENSG00000163960.10,UBXN7,chr3,196347662,196432474,-,84813
ENSG00000114841.16,DNAH1,chr3,52316319,52400491,+,84173
ENSG00000144935.13,TRPC1,chr3,142724074,142807888,+,83815
ENSG00000163558.11,PRKCI,chr3,170222365,170305981,+,83617
ENSG00000187118.11,CMC1,chr3,28241584,28325142,+,83559
ENSG00000185621.10,LMLN,chr3,197960200,198043720,+,83521
ENSG00000092345.12,DAZL,chr3,16586792,16670306,-,83515
ENSG00000151576.9,QTRTD1,chr3,114005833,114088422,+,82590
ENSG00000114455.12,HHLA2,chr3,108296490,108378285,+,81796
ENSG00000168137.14,SETD5,chr3,9397615,9479240,+,81626
ENSG00000144959.8,NCEH1,chr3,172630249,172711218,-,80970
ENSG00000144649.7,FAM198A,chr3,42979267,43060211,+,80945
ENSG00000132155.10,RAF1,chr3,12583601,12664226,-,80626
ENSG00000244607.4,CCDC13,chr3,42692663,42773253,-,80591
ENSG00000163913.10,IFT122,chr3,129440036,129520507,+,80472
ENSG00000144730.15,IL17RD,chr3,57089982,57170306,-,80325
ENSG00000206557.5,TRIM71,chr3,32818018,32897826,+,79809
ENSG00000164087.6,POC1A,chr3,52075253,52154690,-,79438
ENSG00000163412.11,EIF4E3,chr3,71675416,71754773,-,79358
ENSG00000134070.4,IRAK2,chr3,10164865,10243743,+,78879
ENSG00000145016.12,KIAA0226,chr3,197671393,197749727,-,78335
ENSG00000163820.13,FYCO1,chr3,45917899,45995824,-,77926
ENSG00000181744.7,C3orf58,chr3,143971798,144048719,+,76922
ENSG00000144857.13,BOC,chr3,113211003,113287459,+,76457
ENSG00000227124.7,ZNF717,chr3,75709643,75785583,-,75941
ENSG00000169379.14,ARL13B,chr3,93980139,94055668,+,75530
ENSG00000144554.9,FANCD2,chr3,10026414,10101930,+,75517
ENSG00000144712.10,CAND2,chr3,12796472,12871916,+,75445
ENSG00000170819.4,BFSP2,chr3,133399995,133475222,+,75228
ENSG00000163602.9,RYBP,chr3,72371825,72446918,-,75094
ENSG00000187068.2,C3orf70,chr3,185078050,185153014,-,74965
ENSG00000127241.15,MASP1,chr3,187217285,187292022,-,74738
ENSG00000093217.8,XYLB,chr3,38346760,38421348,+,74589
ENSG00000161217.10,PCYT1A,chr3,196214222,196287957,-,73736
ENSG00000114520.9,SNX4,chr3,125446644,125520197,-,73554
ENSG00000163655.14,GMPS,chr3,155870536,155944026,+,73491
ENSG00000261796.1,ISY1-RAB43,chr3,129087575,129161036,-,73462
ENSG00000163710.6,PCOLCE2,chr3,142815922,142889203,-,73282
ENSG00000071282.10,LMCD1,chr3,8501707,8574673,+,72967
ENSG00000080819.5,CPOX,chr3,98521132,98593723,-,72592
ENSG00000163611.10,SPICE1,chr3,113442718,113515187,-,72470
ENSG00000187715.12,KBTBD12,chr3,127915232,127987671,+,72440
ENSG00000163605.13,PPP4R2,chr3,72996785,73069199,+,72415
ENSG00000121542.10,SEC22A,chr3,123201927,123274130,+,72204
ENSG00000206561.11,COLQ,chr3,15450133,15521751,-,71619
ENSG00000154917.9,RAB6B,chr3,133824239,133895836,-,71598
ENSG00000170248.12,PDCD6IP,chr3,33798352,33869707,+,71356
ENSG00000151092.15,NGLY1,chr3,25718944,25790039,-,71096
ENSG00000114473.12,IQCG,chr3,197889075,197960142,-,71068
ENSG00000114346.12,ECT2,chr3,172750682,172821474,+,70793
ENSG00000151577.11,DRD3,chr3,114128652,114199407,-,70756
ENSG00000186432.7,KPNA4,chr3,160494995,160565588,-,70594
ENSG00000188086.11,PRSS45,chr3,46742092,46812558,-,70467
ENSG00000152492.12,CCDC50,chr3,191329077,191398670,+,69594
ENSG00000173705.7,SUSD5,chr3,33150042,33219215,-,69174
ENSG00000153002.10,CPB1,chr3,148791102,148860187,+,69086
ENSG00000181322.12,NME9,chr3,138261437,138329886,-,68450
ENSG00000172578.10,KLHL6,chr3,183487531,183555689,-,68159
ENSG00000175066.14,GK5,chr3,142157527,142225607,-,68081
ENSG00000196455.6,PIK3R4,chr3,130678935,130746829,-,67895
ENSG00000177479.18,ARIH2,chr3,48918821,48986382,+,67562
ENSG00000163576.16,EFHB,chr3,19879472,19947025,-,67554
ENSG00000077097.12,TOP2B,chr3,25597905,25664907,-,67003
ENSG00000173402.10,DAG1,chr3,49468703,49535618,+,66916
ENSG00000119231.9,SENP5,chr3,196867856,196934714,+,66859
ENSG00000188729.5,OSTN,chr3,191199241,191265615,+,66375
ENSG00000174944.7,P2RY14,chr3,151212117,151278467,-,66351
ENSG00000144909.7,OSBPL11,chr3,125528858,125595090,-,66233
ENSG00000114013.14,CD86,chr3,122055366,122121139,+,65774
ENSG00000178694.8,NSUN3,chr3,94062916,94128545,+,65630
ENSG00000145113.20,MUC4,chr3,195746765,195812277,-,65513
ENSG00000173226.15,IQCB1,chr3,121769763,121835079,-,65317
ENSG00000168036.15,CTNNB1,chr3,41194837,41260096,+,65260
ENSG00000114573.8,ATP6V1A,chr3,113747019,113812056,+,65038
ENSG00000174564.11,IL20RB,chr3,136946230,137011085,+,64856
ENSG00000163827.11,LRRC2,chr3,46515423,46580099,-,64677
ENSG00000180376.15,CCDC66,chr3,56557161,56621818,+,64658
ENSG00000198218.9,QRICH1,chr3,49029707,49094363,-,64657
ENSG00000114200.8,BCHE,chr3,165772904,165837472,-,64569
ENSG00000248592.6,TMEM110-MUSTN1,chr3,52833121,52897562,-,64442
ENSG00000036054.11,TBC1D23,chr3,100261000,100325251,+,64252
ENSG00000272886.4,DCP1A,chr3,53283428,53347610,-,64183
ENSG00000163814.6,CDCP1,chr3,45082278,45146422,-,64145
ENSG00000175455.13,CCDC14,chr3,123897305,123961408,-,64104
ENSG00000244405.6,ETV5,chr3,186046308,186110318,-,64011
ENSG00000114648.10,KLHL18,chr3,47282917,47346816,+,63900
ENSG00000154764.5,WNT7A,chr3,13816258,13880121,-,63864
ENSG00000163781.11,TOPBP1,chr3,133598175,133661893,-,63719
ENSG00000186448.13,ZNF197,chr3,44584888,44648471,+,63584
ENSG00000161267.10,BDH1,chr3,197509783,197573323,-,63541
ENSG00000168309.15,FAM107A,chr3,58564117,58627610,-,63494
ENSG00000114650.17,SCAP,chr3,47413694,47477126,-,63433
ENSG00000163946.12,FAM208A,chr3,56620133,56683237,-,63105
ENSG00000152642.9,GPD1L,chr3,32105689,32168713,+,63025
ENSG00000114316.11,USP4,chr3,49277831,49340712,-,62882
ENSG00000114904.11,NEK4,chr3,52708449,52770949,-,62501
ENSG00000168314.16,MOBP,chr3,39467198,39529479,+,62282
ENSG00000176095.10,IP6K1,chr3,49724294,49786542,-,62249
ENSG00000114446.4,IFT57,chr3,108160812,108222570,-,61759
ENSG00000173200.11,PARP15,chr3,122577602,122639047,+,61446
ENSG00000213533.10,TMEM110,chr3,52836219,52897596,-,61378
ENSG00000120742.9,SERP1,chr3,150541994,150603228,-,61235
ENSG00000163902.10,RPN1,chr3,128619970,128681075,-,61106
ENSG00000163812.12,ZDHHC3,chr3,44915257,44976185,-,60929
ENSG00000075914.11,EXOSC7,chr3,44975241,45036066,+,60826
ENSG00000091181.18,IL5RA,chr3,3066326,3126613,-,60288
ENSG00000160799.10,CCDC12,chr3,46921726,46982010,-,60285
ENSG00000163923.8,RPL39L,chr3,187120948,187180908,-,59961
ENSG00000173421.15,CCDC36,chr3,49198428,49258104,+,59677
ENSG00000047457.12,CP,chr3,149162410,149222055,-,59646
ENSG00000206562.10,METTL6,chr3,15381275,15440566,-,59292
ENSG00000163430.8,FSTL1,chr3,120392293,120451253,-,58961
ENSG00000114698.13,PLSCR4,chr3,146192339,146251179,-,58841
ENSG00000134108.11,ARL8B,chr3,5122220,5180912,+,58693
ENSG00000163686.12,ABHD6,chr3,58237506,58295693,+,58188
ENSG00000164048.12,ZNF589,chr3,48241100,48299253,+,58154
ENSG00000196428.11,TSC22D2,chr3,150408335,150466431,+,58097
ENSG00000158186.11,MRAS,chr3,138347648,138405534,+,57887
ENSG00000076242.13,MLH1,chr3,36993332,37050918,+,57587
ENSG00000151967.17,SCHIP1,chr3,159839861,159897360,+,57500
ENSG00000144559.9,TAMM41,chr3,11790442,11846919,-,56478
ENSG00000071794.14,HLTF,chr3,149030127,149086554,-,56428
ENSG00000211456.9,SACM1L,chr3,45689056,45745424,+,56369
ENSG00000144840.7,RABL3,chr3,120686681,120742993,-,56313
ENSG00000175193.11,PARL,chr3,183829385,183884933,-,55549
ENSG00000114450.8,GNB4,chr3,179396089,179451590,-,55502
ENSG00000156959.8,LHFPL4,chr3,9498361,9553802,-,55442
ENSG00000088727.11,KIF9,chr3,47228026,47283451,-,55426
ENSG00000154743.16,TSEN2,chr3,12484432,12539623,+,55192
ENSG00000206535.6,LNP1,chr3,100401193,100456319,+,55127
ENSG00000172667.9,ZMAT3,chr3,179017223,179072279,-,55057
ENSG00000072274.11,TFRC,chr3,196027183,196082189,-,55007
ENSG00000197885.9,NKIRAS1,chr3,23891660,23946591,-,54932
ENSG00000113924.10,HGD,chr3,120628173,120682571,-,54399
ENSG00000163606.9,CD200R1,chr3,112921209,112975122,-,53914
ENSG00000067560.9,RHOA,chr3,49359145,49412998,-,53854
ENSG00000158163.13,DZIP1L,chr3,138061990,138115818,-,53829
ENSG00000169087.9,HSPBAP1,chr3,122740003,122793824,-,53822
ENSG00000213186.6,TRIM59,chr3,160432445,160485773,-,53329
ENSG00000206538.6,VGLL3,chr3,86937969,86991119,-,53151
ENSG00000093183.12,SEC22C,chr3,42547969,42601080,-,53112
ENSG00000153560.10,UBP1,chr3,33388336,33441371,-,53036
ENSG00000144596.10,GRIP2,chr3,14489111,14542081,-,52971
ENSG00000163719.17,MTMR14,chr3,9649433,9702394,+,52962
ENSG00000091986.14,CCDC80,chr3,112596794,112649530,-,52737
ENSG00000068745.13,IP6K2,chr3,48688003,48740353,-,52351
ENSG00000241186.6,TDGF1,chr3,46574555,46626543,+,51989
ENSG00000174953.12,DHX36,chr3,154272546,154324497,-,51952
ENSG00000004399.11,PLXND1,chr3,129555175,129606818,-,51644
ENSG00000114209.13,PDCD10,chr3,167683298,167734939,-,51642
ENSG00000145088.7,EAF2,chr3,121835183,121886526,+,51344
ENSG00000163904.11,SENP2,chr3,185582496,185633551,+,51056
ENSG00000014257.14,ACPP,chr3,132317367,132368298,+,50932
ENSG00000122068.11,FYTTD1,chr3,197737179,197787596,+,50418
ENSG00000069849.9,ATP1B3,chr3,141876124,141926514,+,50391
ENSG00000173193.12,PARP14,chr3,122680618,122730840,+,50223
ENSG00000163406.9,SLC15A2,chr3,121894089,121944102,+,50014
ENSG00000172888.10,ZNF621,chr3,40524878,40574685,+,49808
ENSG00000012223.11,LTF,chr3,46435645,46485234,-,49590
ENSG00000198590.10,C3orf35,chr3,37386269,37435497,+,49229
ENSG00000114796.14,KLHL24,chr3,183635568,183684477,+,48910
ENSG00000144771.7,LRTM1,chr3,54918237,54967088,-,48852
ENSG00000114554.10,PLXNA1,chr3,126988594,127037392,+,48799
ENSG00000183185.8,GABRR3,chr3,97986673,98035304,-,48632
ENSG00000061938.15,TNK2,chr3,195863364,195911945,-,48582
ENSG00000174611.10,KY,chr3,134603138,134651636,-,48499
ENSG00000173702.6,MUC13,chr3,124905442,124953819,-,48378
ENSG00000174579.3,MSL2,chr3,136148922,136197241,-,48320
ENSG00000168827.13,GFM1,chr3,158644278,158692575,+,48298
ENSG00000114812.11,VIPR1,chr3,42489299,42537573,+,48275
ENSG00000175928.5,LRRN1,chr3,3799437,3847703,+,48267
ENSG00000176542.8,KIAA2018,chr3,113648385,113696646,-,48262
ENSG00000114857.16,NKTR,chr3,42600614,42648741,+,48128
ENSG00000043093.12,DCUN1D1,chr3,182938074,182985953,-,47880
ENSG00000196776.13,CD47,chr3,108043298,108091025,-,47728
ENSG00000173890.15,GPR160,chr3,170037929,170085403,+,47475
ENSG00000169313.9,P2RY12,chr3,151337380,151384812,-,47433
ENSG00000132153.13,DHX30,chr3,47802909,47850195,+,47287
ENSG00000171109.17,MFN1,chr3,179347692,179394931,+,47240
ENSG00000158220.12,ESYT3,chr3,138434586,138481686,+,47101
ENSG00000214021.14,TTLL3,chr3,9808086,9855138,+,47053
ENSG00000163646.9,CLRN1,chr3,150926163,150972999,-,46837
ENSG00000131375.8,CAPN7,chr3,15206152,15252918,+,46767
ENSG00000182504.9,CEP97,chr3,101723925,101770562,+,46638
ENSG00000157103.9,SLC6A1,chr3,10992724,11039247,+,46524
ENSG00000176040.12,TMPRSS7,chr3,112034843,112081269,+,46427
ENSG00000163898.8,LIPH,chr3,185506262,185552613,-,46352
ENSG00000138472.9,GUCA1C,chr3,108907792,108953895,-,46104
ENSG00000157036.11,EXOG,chr3,38496127,38542161,+,46035
ENSG00000145014.16,TMEM44,chr3,194587673,194633689,-,46017
ENSG00000157500.9,APPL1,chr3,57227737,57273468,+,45732
ENSG00000176597.10,B3GNT5,chr3,183253244,183298504,+,45261
ENSG00000144891.16,AGTR1,chr3,148697784,148743008,+,45225
ENSG00000144635.7,DYNC1LI1,chr3,32525971,32570874,-,44904
ENSG00000114742.12,WDR48,chr3,39051998,39096671,+,44674
ENSG00000114529.11,C3orf52,chr3,112086335,112131004,+,44670
ENSG00000169814.11,BTD,chr3,15601341,15645822,+,44482
ENSG00000114268.10,PFKFB4,chr3,48517684,48562015,-,44332
ENSG00000011198.6,ABHD5,chr3,43690113,43734371,+,44259
ENSG00000163755.7,HPS3,chr3,149129584,149173732,+,44149
ENSG00000174928.14,C3orf33,chr3,155762617,155806351,-,43735
ENSG00000114631.10,PODXL2,chr3,127629181,127672809,+,43629
ENSG00000145194.16,ECE2,chr3,184249650,184293031,+,43382
ENSG00000250151.8,ARPC4-TTLL3,chr3,9793082,9835401,+,42320
ENSG00000178537.8,SLC25A20,chr3,48856931,48898993,-,42063
ENSG00000163933.8,RFT1,chr3,53088483,53130462,-,41980
ENSG00000113971.17,NPHP3,chr3,132680609,132722442,-,41834
ENSG00000144867.10,SRPRB,chr3,133784033,133825772,+,41740
ENSG00000164081.11,TEX264,chr3,51662693,51704323,+,41631
ENSG00000078081.6,LAMP3,chr3,183122213,183163839,-,41627
ENSG00000163885.10,CCDC37,chr3,126394939,126436556,+,41618
ENSG00000168032.7,ENTPD3,chr3,40387156,40428619,+,41464
ENSG00000163975.10,MFI2,chr3,196988621,197029816,-,41196
ENSG00000131373.13,HACL1,chr3,15560704,15601852,-,41149
ENSG00000163817.14,SLC6A20,chr3,45755450,45796535,-,41086
ENSG00000114686.7,MRPL3,chr3,131462212,131502983,-,40772
ENSG00000153767.8,GTF2E1,chr3,120742637,120783069,+,40433
ENSG00000163810.10,TGM4,chr3,44874608,44914990,+,40383
ENSG00000114124.2,GRK7,chr3,141778148,141818490,+,40343
ENSG00000163507.12,KIAA1524,chr3,108549869,108589644,-,39776
ENSG00000114354.11,TFG,chr3,100709331,100748966,+,39636
ENSG00000205835.7,GMNC,chr3,190852877,190892429,-,39553
ENSG00000176142.11,TMEM39A,chr3,119429500,119468830,-,39331
ENSG00000114739.12,ACVR2B,chr3,38453851,38493142,+,39292
ENSG00000136603.12,SKIL,chr3,170357678,170396835,+,39158
ENSG00000070476.13,ZXDC,chr3,126437601,126475919,-,38319
ENSG00000114026.20,OGG1,chr3,9749944,9788219,+,38276
ENSG00000114120.10,SLC25A36,chr3,140941830,140979933,+,38104
ENSG00000144566.9,RAB5A,chr3,19947079,19985175,+,38097
ENSG00000144852.15,NR1I2,chr3,119780484,119818485,+,38002
ENSG00000154174.7,TOMM70A,chr3,100363431,100401398,-,37968
ENSG00000010322.14,NISCH,chr3,52455118,52493071,+,37954
ENSG00000185219.14,ZNF445,chr3,44439770,44477670,-,37901
ENSG00000114738.9,MAPKAPK3,chr3,50611520,50649297,+,37778
ENSG00000144895.10,EIF2A,chr3,150546678,150584242,+,37565
ENSG00000114204.13,SERPINI2,chr3,167441789,167479004,-,37216
ENSG00000163833.7,FBXO40,chr3,121593119,121630295,+,37177
ENSG00000164054.14,SHISA5,chr3,48467798,48504826,-,37029
ENSG00000163932.12,PRKCD,chr3,53156009,53192717,+,36709
ENSG00000138496.15,PARP9,chr3,122527924,122564577,-,36654
ENSG00000127252.5,HRASLS,chr3,193241125,193277738,+,36614
ENSG00000113966.8,ARL6,chr3,97764521,97801109,+,36589
ENSG00000159650.7,UROC1,chr3,126481281,126517773,-,36493
ENSG00000177646.16,ACAD9,chr3,128879596,128916067,+,36472
ENSG00000163754.16,GYG1,chr3,148991341,149027668,+,36328
ENSG00000144671.9,SLC22A14,chr3,38282294,38318575,+,36282
ENSG00000178053.16,MLF1,chr3,158571163,158607252,+,36090
ENSG00000088726.14,TMEM40,chr3,12733525,12769457,-,35933
ENSG00000118849.8,RARRES1,chr3,158696892,158732696,-,35805
ENSG00000113810.14,SMC4,chr3,160399274,160434962,+,35689
ENSG00000186265.8,BTLA,chr3,112463968,112499561,-,35594
ENSG00000174738.11,NR1D2,chr3,23945260,23980618,+,35359
ENSG00000121594.10,CD80,chr3,119524293,119559602,-,35310
ENSG00000172780.15,RAB43,chr3,129087569,129122801,-,35233
ENSG00000163961.4,RNF168,chr3,196468783,196503768,-,34986
ENSG00000066405.11,CLDN18,chr3,137998735,138033655,+,34921
ENSG00000145103.11,ILDR1,chr3,121987323,122022204,-,34882
ENSG00000163815.5,CLEC3B,chr3,45001548,45036071,+,34524
ENSG00000184432.8,COPB2,chr3,139355600,139389732,-,34133
ENSG00000163512.12,AZI2,chr3,28315003,28349127,-,34125
ENSG00000060971.16,ACAA1,chr3,38103129,38137242,-,34114
ENSG00000016391.9,CHDH,chr3,53812335,53846390,-,34056
ENSG00000001617.10,SEMA3F,chr3,50155045,50189075,+,34031
ENSG00000240682.8,ISY1,chr3,129127415,129161293,-,33879
ENSG00000170275.13,CRTAP,chr3,33113979,33147773,+,33795
ENSG00000154767.13,XPC,chr3,14145147,14178783,-,33637
ENSG00000164091.10,WDR82,chr3,52254421,52288020,-,33600
ENSG00000163659.11,TIPARP,chr3,156673235,156706770,+,33536
ENSG00000169359.12,SLC33A1,chr3,155821024,155854429,-,33406
ENSG00000181847.10,TIGIT,chr3,114276913,114310288,+,33376
ENSG00000152580.8,IGSF10,chr3,151425384,151458709,-,33326
ENSG00000157014.9,TATDN2,chr3,10248023,10281218,+,33196
ENSG00000114353.15,GNAI2,chr3,50226292,50259355,+,33064
ENSG00000091513.13,TF,chr3,133745956,133779006,+,33051
ENSG00000144802.10,NFKBIZ,chr3,101827991,101861022,+,33032
ENSG00000198643.5,FAM3D,chr3,58633946,58666848,-,32903
ENSG00000144747.13,TMF1,chr3,69019827,69052303,-,32477
ENSG00000076201.13,PTPN23,chr3,47381011,47413441,+,32431
ENSG00000183977.12,PP2D1,chr3,19979961,20012330,-,32370
ENSG00000134109.9,EDEM1,chr3,5187646,5219957,+,32312
ENSG00000163519.12,TRAT1,chr3,108822698,108855005,+,32308
ENSG00000168306.11,ACOX2,chr3,58505136,58537319,-,32184
ENSG00000164068.14,RNF123,chr3,49689499,49721529,+,32031
ENSG00000144837.7,PLA1A,chr3,119597842,119629811,+,31970
ENSG00000180697.7,C3orf22,chr3,126526999,126558965,-,31967
ENSG00000163751.3,CPA3,chr3,148865256,148897196,+,31941
ENSG00000008952.15,SEC62,chr3,169966635,169998373,+,31739
ENSG00000041802.9,LSG1,chr3,194640788,194672477,-,31690
ENSG00000114638.6,UPK1B,chr3,119173517,119205153,+,31637
ENSG00000251287.7,ALG1L2,chr3,130081831,130113227,+,31397
ENSG00000163931.14,TKT,chr3,53224707,53256052,-,31346
ENSG00000164045.10,CDC25A,chr3,48157146,48188402,-,31257
ENSG00000168026.15,TTC21A,chr3,39107704,39138903,+,31200
ENSG00000114270.14,COL7A1,chr3,48564073,48595267,-,31195
ENSG00000206531.9,CD200R1L,chr3,112815709,112846856,-,31148
ENSG00000114248.8,LRRC31,chr3,169839179,169869930,-,30752
ENSG00000113851.12,CRBN,chr3,3148992,3179710,-,30719
ENSG00000170854.16,MINA,chr3,97941818,97972457,-,30640
ENSG00000091972.17,CD200,chr3,112332347,112362812,+,30466
ENSG00000163581.12,SLC2A2,chr3,170996348,171026750,-,30403
ENSG00000171121.15,KCNMB3,chr3,179236691,179267002,-,30312
ENSG00000003756.15,RBM5,chr3,50088908,50119021,+,30114
ENSG00000163634.10,THOC7,chr3,63833870,63863903,-,30034
ENSG00000160796.15,NBEAL2,chr3,46979683,47009703,+,30021
ENSG00000121579.11,NAA50,chr3,113716460,113746300,-,29841
ENSG00000090520.9,DNAJB11,chr3,186567403,186597203,+,29801
ENSG00000188313.11,PLSCR1,chr3,146515180,146544864,-,29685
ENSG00000231213.5,PLSCR5,chr3,146576555,146606216,-,29662
ENSG00000144848.9,ATG3,chr3,112532509,112562046,-,29538
ENSG00000180353.9,HCLS1,chr3,121631399,121660927,-,29529
ENSG00000233412.3,OR5H15,chr3,98168700,98198138,+,29439
ENSG00000121578.11,B4GALT4,chr3,119211732,119241103,-,29372
ENSG00000169903.6,TM4SF4,chr3,149473974,149503281,+,29308
ENSG00000010327.9,STAB1,chr3,52495338,52524495,+,29158
ENSG00000164049.13,FBXW12,chr3,48372219,48401259,+,29041
ENSG00000184203.6,PPP1R2,chr3,195514425,195543386,-,28962
ENSG00000121577.12,POPDC2,chr3,119636457,119665324,-,28868
ENSG00000163666.7,HESX1,chr3,57197843,57226521,-,28679
ENSG00000066422.4,ZBTB11,chr3,101648889,101677495,-,28607
ENSG00000083937.7,CHMP2B,chr3,87227271,87255548,+,28278
ENSG00000114023.14,FAM162A,chr3,122384176,122412334,+,28159
ENSG00000196542.7,SPTSSB,chr3,161344792,161372880,-,28089
ENSG00000157020.16,SEC13,chr3,10293131,10321178,-,28048
ENSG00000183763.7,TRAIP,chr3,49828599,49856574,-,27976
ENSG00000114113.5,RBP2,chr3,139452884,139480747,-,27864
ENSG00000187033.8,SAMD7,chr3,169911572,169939175,+,27604
ENSG00000198843.11,SELT,chr3,150602875,150630445,+,27571
ENSG00000163673.6,DCLK3,chr3,36712422,36739861,-,27440
ENSG00000197953.5,AADACL2,chr3,151733916,151761339,+,27424
ENSG00000213123.9,TCTEX1D2,chr3,196291219,196318299,-,27081
ENSG00000114735.8,HEMK1,chr3,50569152,50596168,+,27017
ENSG00000114021.10,NIT2,chr3,100334701,100361635,+,26935
ENSG00000079257.6,LXN,chr3,158645822,158672693,-,26872
ENSG00000168374.9,ARF4,chr3,57571363,57598220,-,26858
ENSG00000163517.13,HDAC11,chr3,13479724,13506424,+,26701
ENSG00000075975.14,MKRN2,chr3,12557014,12583713,+,26700
ENSG00000113889.10,KNG1,chr3,186717276,186743954,+,26679
ENSG00000113845.8,TIMMDC1,chr3,119498532,119525090,+,26559
ENSG00000008300.13,CELSR3,chr3,48636469,48662915,-,26447
ENSG00000188817.6,SNTN,chr3,63652668,63679020,+,26353
ENSG00000164050.11,PLXNB1,chr3,48403854,48430051,-,26198
